"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "protein" "chr"
"evgLocus_791879" 116.82695982303 3.19878653820329 0.873860166412435 3.66052448795745 0.000251699495937193 0.00175253441249813 "." NA
"evgLocus_448245" 7588.71288436376 6.17950187708176 1.68862081576003 3.65949644787509 0.000252711345914858 0.00175882776904674 "APOD_HUMAN" "chr_10"
"evgLocus_483707" 41.8778076257741 3.27515031136292 0.895204600710404 3.65854946317732 0.000253646791361273 0.00176383076178894 "." "chr_27"
"evgLocus_283839" 234.851339159455 4.47386528356425 1.22300130453232 3.65810344354055 0.000254088500138113 0.00176464192462657 "PPIA_DROME" "chr_10"
"evgLocus_510437" 848.420633004951 3.30361561594634 0.903092733678467 3.65811338387154 0.000254078648027952 0.00176464192462657 "EF2_BOMMO" "chr_14"
"evgLocus_6962" 32.3204990105631 6.08368573050461 1.6633234357112 3.65754825543196 0.000254639330067533 0.00176696043011498 "." "chr_05"
"evgLocus_512407" 51.2529362693898 4.18277874327763 1.14418144337497 3.65569531606785 0.00025648584026475 0.00177825815008587 "NADE_DROME" "chr_02"
"evgLocus_800146" 12.3921870215902 6.92701901700215 1.89482149016323 3.65576338085833 0.000256417790079803 0.00177825815008587 "." "chr_13"
"evgLocus_282490" 38.9418892967214 4.95689743904259 1.35619084100398 3.6550146846391 0.000257167257647085 0.0017822238119321 "CBR1_PIG" "chr_26"
"evgLocus_121907" 360.091243090576 5.769928339564 1.57873721293966 3.65477439327613 0.000257408231663036 0.00178313503226891 "RTN1A_XENLA" "chr_19"
"evgLocus_658337" 10.5481226379248 6.69826650450802 1.83306179019153 3.65414114262244 0.000258044295966979 0.00178678120923394 "FUMH_DANRE" "chr_16"
"evgLocus_559578" 42.1102608296362 4.49163146517115 1.22956547575383 3.65302340846664 0.000259170594259447 0.00179381738126194 "." "chr_01"
"evgLocus_113998" 43.7827012922885 8.75293962348341 2.39626003173217 3.65275033075447 0.000259446464093371 0.00179496393977257 "." "chr_20"
"evgLocus_311248" 24.6631905842916 5.27535725139392 1.44426872782676 3.65261474527108 0.000259583538156859 0.00179514968255737 "GPN1_HUMAN" "chr_13"
"evgLocus_283656" 37.1504410083142 3.94103328702613 1.07926551996258 3.65158824601639 0.000260623512488966 0.00180004856844584 "HMGT_ONCMY" "chr_15"
"evgLocus_398997" 124.505665850425 2.99673568246941 0.820969425495715 3.65024030055678 0.0002619950863659 0.00180645722970155 "CSN7B_BOVIN" "chr_12"
"evgLocus_645152" 69.2685951525822 4.85126673398727 1.32901421429474 3.65027452814842 0.000261960175210278 0.00180645722970155 "RS17_SPOFR" "chr_04"
"evgLocus_791744" 32.9644120491434 3.73872643987296 1.02456247559069 3.64909561783189 0.00026316514515568 0.00181375689970605 "." "chr_24"
"evgLocus_762492" 227.350438582335 6.00349686864575 1.64590684044329 3.64753139189144 0.000264771970764851 0.00182251746233152 "." "chr_26"
"evgLocus_805246" 1255.3405825486 6.73771567890837 1.84777951010925 3.64638510279292 0.000265955312275008 0.00182911664514813 "RS23_SPOFR" "chr_11"
"evgLocus_173257" 259.962514338755 2.55427949880193 0.700989397868939 3.64382044374299 0.0002686208497744 0.00184277976386937 "MIC10_HUMAN" "chr_20"
"evgLocus_168045" 36.7421564225068 3.45057539847376 0.947357753324987 3.64231504557081 0.000270197103888715 0.00185281264586594 "MPP10_HUMAN" "chr_28"
"evgLocus_611663" 97.7137908513059 3.64047665072803 0.999557933558509 3.64208669503291 0.00027043695833329 0.00185367689537709 "." "chr_28"
"evgLocus_453544" 127.723327743858 8.67377368252142 2.38167301749834 3.64188266768549 0.000270651433032454 0.00185436652855134 "." "chr_10"
"evgLocus_777500" 17054.2565453974 2.87159917968109 0.788547283309528 3.64163220197653 0.000270914941992693 0.00185539139835703 "RS26_ANOGA" "chr_05"
"evgLocus_4130" 11.6233422815345 6.83484425894027 1.87756713371192 3.64026624466305 0.000272356269785654 0.00186369504610469 "DCAKD_XENTR" "chr_Z"
"evgLocus_288203" 153.611148900892 7.47225705857141 2.05426230429929 3.63744057559397 0.000275360694490736 0.00188188177527323 "." "chr_24"
"evgLocus_764094" 59.5541851183246 5.07656363667469 1.39628580068412 3.63576255963314 0.000277159534467186 0.00189100133151764 "." "chr_11"
"evgLocus_357321" 24.0179105561596 7.88312736370983 2.16892920817256 3.63457107498302 0.000278443490405421 0.00189724846429138 "ZN330_DROME" "chr_27"
"evgLocus_485343" 11.5235112261047 6.82600345591636 1.87812347493847 3.63448066487747 0.00027854114442593 0.00189724846429138 "HNRPR_HUMAN" "chr_03"
"evgLocus_493610" 16185.3609693564 2.74789921348599 0.756030301838278 3.6346416364589 0.00027836729763541 0.00189724846429138 "RS23_SPOFR" "chr_11"
"evgLocus_340913" 12.7111386437327 6.96982495578631 1.91831535005841 3.63330510573984 0.000279813817885809 0.00190512033364895 "GOR_PANTR" "chr_12"
"evgLocus_281449" 102.979246142517 3.56106937362444 0.980172342285317 3.63310534280292 0.000280030624373495 0.00190579972776713 "." "chr_22"
"evgLocus_164503" 177.730389291138 5.55680678608841 1.53026986762724 3.63125936388235 0.000282041561912418 0.00191628238519217 "." "chr_15"
"evgLocus_606517" 138.506352331349 3.07524737475941 0.846866180386239 3.6313262307356 0.000281968484186308 0.00191628238519217 "HEM4_HUMAN" "chr_14"
"evgLocus_828034" 87.9791129781826 6.16516333479352 1.69827166614446 3.63025743036162 0.000283138686581878 0.00192293438268243 "COW_DROME" NA
"evgLocus_154591" 371.151375418188 5.82733599705556 1.60556351363345 3.62946463816189 0.000284009632449518 0.00192804538310665 "PEBPH_CAEEL" "chr_23"
"evgLocus_884049" 13.5801887009222 7.05931915034515 1.94564362059298 3.62826936836133 0.000285327478628622 0.00193457257158441 "DLDH_MANSE" NA
"evgLocus_694343" 81.7183065699288 9.65134189133212 2.66135206272775 3.62648069997924 0.000287310282917435 0.00194558638985171 "." NA
"evgLocus_430974" 68.61905321402 8.04441916852919 2.21871531601358 3.62571038765929 0.000288168172863427 0.00194984449982205 "." "chr_20"
"evgLocus_790473" 128.897034912618 3.37843449470525 0.931972630260508 3.62503617060182 0.000288921011230366 0.00195405630768179 "." "chr_01"
"evgLocus_447469" 228.597221841643 5.57239333630701 1.53737549016572 3.6246143976878 0.000289392904056618 0.00195643538209468 "." NA
"evgLocus_398973" 118.661072449811 5.4012836573345 1.49106382119403 3.62243626366657 0.000291841382944917 0.00197053431286937 "." "chr_05"
"evgLocus_285732" 39.2634240074545 4.62855061141654 1.27824261397787 3.62102668210424 0.000293436246830942 0.00197884170430175 "RS30_ORYLA" "chr_18"
"evgLocus_423493" 24.2353649558335 6.51541911764122 1.79952611943823 3.62063048002615 0.000293885995349151 0.00198105435441071 "." "chr_29"
"evgLocus_791668" 10.8918129076584 6.74367936156257 1.8631894211387 3.61942767871725 0.000295255313134068 0.00198946132796915 "INT4_DROME" "chr_11"
"evgLocus_155486" 382.00374545975 3.09788359715471 0.856096467810424 3.61861509028059 0.000296183776682843 0.00199406737786555 "." "chr_03"
"evgLocus_767947" 248.183560911523 6.22103856710569 1.72009698893247 3.61667894725321 0.000298407045831153 0.002007375939036 "." "chr_18"
"evgLocus_798042" 48.6896612315149 4.96068983113395 1.37221097017078 3.61510725316281 0.000300223302829635 0.00201684714830753 "." "chr_24"
"evgLocus_464249" 102.889763955804 4.13957504441746 1.14519538788513 3.61473254975481 0.00030065783755031 0.00201751691073109 "." "chr_07"
"evgLocus_296602" 100.978578482544 5.07401365601294 1.40541274941117 3.61033700465491 0.000305799422663817 0.00204527695996013 "." "chr_26"
"evgLocus_275331" 34.09806208929 3.58213285798809 0.992451534652969 3.60937812367902 0.000306931937009915 0.0020520088366763 "." "chr_18"
"evgLocus_536092" 16.2872104558023 7.32409318314823 2.02998634217106 3.60795195070877 0.00030862362676085 0.00206078080583321 "S46A3_CHICK" "chr_14"
"evgLocus_98164" 2165.39414645163 10.0518347644695 2.78640772440698 3.60745294969666 0.000309217587778535 0.00206390066990214 "." "chr_20"
"evgLocus_424798" 12.5319220910274 6.94639100856409 1.92584959964023 3.606922892557 0.000309849687095703 0.00206727243098756 "." "chr_26"
"evgLocus_822717" 187.902149921233 2.57795261587812 0.714796614699238 3.6065540363014 0.000310290266124331 0.00206792217255456 "YSM6_CAEEL" "chr_13"
"evgLocus_312300" 32.8115030560049 3.23320247163128 0.896742539640533 3.60549692772168 0.000311556177126514 0.00207525721909301 "." "chr_03"
"evgLocus_644307" 70.406361914881 3.56485743965624 0.989276230456963 3.60350054909292 0.000313960083798425 0.00208870666860341 "NAGA_DROME" "chr_17"
"evgLocus_824920" 17.0415737313376 5.99870325529143 1.66467715858738 3.60352349664114 0.000313932353501245 0.00208870666860341 "." "chr_28"
"evgLocus_29597" 29.970867029117 5.97175825699986 1.65789616551282 3.6020098129322 0.000315766441781305 0.00209729701095038 "." "chr_24"
"evgLocus_725372" 76.9040451281445 3.12617632028418 0.867891698519713 3.60203505300975 0.000315735777017614 0.00209729701095038 "." "chr_05"
"evgLocus_630211" 486.252134829511 8.3835832581267 2.3287535362755 3.60003028552992 0.000318180118787052 0.00211160611840503 "." NA
"evgLocus_764594" 87.7481883728147 4.45896309498891 1.23973742572414 3.59669959337108 0.000322280313519591 0.00213794590060288 "." "chr_17"
"evgLocus_462354" 11.0877635855782 6.76958196822411 1.88271322878672 3.595652202745 0.000323579873694198 0.002144819626774 "EIF3E_BOMMO" "chr_10"
"evgLocus_321175" 2367.95326909694 4.7346895533655 1.31694027881873 3.59521963867066 0.000324118011543878 0.00214663925823652 "RL4_DROME" NA
"evgLocus_343334" 119.251449491104 5.02190541247481 1.39680883869283 3.59527035723402 0.000324054871030451 0.00214663925823652 "." "chr_28"
"evgLocus_3670" 174.822135984559 2.48350082361568 0.690889140536992 3.59464446305436 0.000324834864888472 0.00215051244291612 "." "chr_17"
"evgLocus_768719" 11.1316815822473 6.77332024017921 1.88541576404038 3.59248096327795 0.000327544589310614 0.00216493148600351 "." NA
"evgLocus_769112" 96.3286564951692 2.91797202173209 0.812462834818708 3.59151446279164 0.000328761928064921 0.00217121523133224 "SMD3_DROME" "chr_02"
"evgLocus_280838" 179.045190301662 10.7835151258111 3.00400045399965 3.58971820774975 0.000331035623964077 0.00218093399130014 "SERA_MANSE" "chr_13"
"evgLocus_603689" 31.8617896798975 4.7985510971349 1.3367883567804 3.58961167846496 0.000331170929662609 0.00218093399130014 "LORF2_HUMAN" "chr_07"
"evgLocus_280174" 46.971392797552 3.58430251660172 0.998748204288708 3.58879495473477 0.000332209992968391 0.00218689245977494 "NAA35_DANRE" "chr_10"
"evgLocus_377537" 47.543713097522 3.26479856995129 0.909902606202016 3.5880747540429 0.00033312878678671 0.00219205471580136 "FA32A_XENTR" "chr_13"
"evgLocus_161998" 950.917333316683 3.6972015968879 1.03151765301158 3.5842349242339 0.000338067703373232 0.00221738647488379 "PNO1_DROPS" "chr_26"
"evgLocus_821662" 25.347363674166 5.1512699983732 1.43778967321044 3.58277020231404 0.000339969663657813 0.00222806677759805 "EP15R_MOUSE" "chr_14"
"evgLocus_767373" 13.5276128133974 7.05309490174044 1.96984952447762 3.58052471221671 0.000342904908762659 0.00223919380277012 "MYO1A_MOUSE" "chr_20"
"evgLocus_770221" 148.600777480778 3.7078268749264 1.03555224214549 3.58053097084161 0.000342896694807054 0.00223919380277012 "." NA
"evgLocus_827555" 24.3946079559506 4.28695782770881 1.19752599241426 3.57984532683598 0.000343797644226754 0.00224322453280325 "TAF1_DROME" "chr_15"
"evgLocus_688214" 9.72210637118562 6.57859734218319 1.83880788612987 3.57764255407297 0.000346707138077048 0.00225768590592675 "CHID1_XENTR" "chr_05"
"evgLocus_281080" 59.5421467216037 3.52706515972832 0.986155045832763 3.57658278445442 0.000348115107439032 0.00226504300429568 "METL6_HUMAN" "chr_11"
"evgLocus_332007" 206.611707643032 4.52921303961548 1.26675787831591 3.5754370406102 0.000349643314504356 0.00227045096491944 "." NA
"evgLocus_55759" 61.9797939693471 3.07049851792007 0.859283877992917 3.57332261963535 0.000352480043253238 0.00228795934014438 "TM186_BOVIN" "chr_15"
"evgLocus_480628" 30.6917170351837 3.56595758720096 0.99798615354559 3.57315336944508 0.000352708039027206 0.00228852714087533 "." "chr_09"
"evgLocus_642303" 9.98722363788045 6.6209977129807 1.85548969345185 3.56832901651066 0.000359265186071403 0.00232643849716059 "CAND1_HUMAN" "chr_10"
"evgLocus_119000" 933.671203022511 6.20112319474511 1.73792521785381 3.56811854217927 0.000359553836735679 0.00232738226751879 "." "chr_20"
"evgLocus_331081" 75.602876027619 3.07955229505161 0.863293639551232 3.56721300142146 0.000360798197313814 0.00233265559406621 "MAEA_DANRE" "chr_29"
"evgLocus_767561" 51.5514142219234 3.10831758754657 0.871930949318821 3.56486667892094 0.000364041187341016 0.00235082267130681 "RT22_MOUSE" "chr_20"
"evgLocus_286138" 13.248796043002 7.02302913509694 1.97112418135528 3.56295620617274 0.000366701873500737 0.00236331884124773 "COXM1_BOVIN" "chr_05"
"evgLocus_821695" 93.7484785112473 3.47862779978982 0.976363969074415 3.56283917675447 0.00036686544812349 0.00236343777220694 "." "chr_28"
"evgLocus_421646" 19.8945206498703 7.61712237263599 2.13820675271193 3.56238813808583 0.000367496513247628 0.00236656710745388 "ACADM_DROME" "chr_Z"
"evgLocus_607749" 78.5244740907177 5.49903288597528 1.54394512039183 3.56167639208555 0.000368494408537524 0.00237205531124195 "." "chr_20"
"evgLocus_147844" 70.8752968631459 3.1246437850818 0.87749665972095 3.56086117305046 0.000369640489348919 0.00237849269440399 "AVE_DROME" "chr_05"
"evgLocus_17493" 13.4553164481794 7.05429404144287 1.98128473647708 3.56046453675613 0.000370199307296723 0.00238033794306174 "DPOE3_MOUSE" "chr_22"
"evgLocus_281731" 21.1534324380175 4.56245895997689 1.28245082917429 3.55760927139361 0.000374245437150126 0.00240148195012882 "TM10A_HUMAN" "chr_20"
"evgLocus_589487" 3547.64682405213 4.86708428089599 1.36819629816229 3.55729969992848 0.000374686598964717 0.00240330312196129 "RL27_RAT" NA
"evgLocus_825482" 99.1697057390927 3.28058967851345 0.922371939048109 3.55668851103496 0.000375559015196957 0.00240611885188735 "MTMRD_HUMAN" "chr_27"
"evgLocus_483506" 128.132441136775 3.45399142855764 0.971535446137907 3.5551882767511 0.00037770851974527 0.00241703770238565 "ANK3_HUMAN" "chr_28"
"evgLocus_626758" 714.108756111773 3.71202504148222 1.04417135100929 3.55499606256596 0.000377984749806795 0.00241785531632108 "CREG1_HUMAN" "chr_03"
"evgLocus_287996" 401.403032731319 3.86767734260081 1.08807922561042 3.55459166167888 0.000378566529001532 0.00242062602721592 "." "chr_22"
"evgLocus_488651" 214.059530788758 3.9953445831218 1.12427115911126 3.55371971498419 0.000379823777974892 0.00242390675865952 "." NA
"evgLocus_470044" 364.110229590091 3.03321554881604 0.853709954832427 3.55298135115623 0.000380891466015391 0.00242976827870218 "." "chr_Z"
"evgLocus_759455" 88.8289672295425 3.52212473092157 0.992161562325151 3.54995079900837 0.000385303154793467 0.0024540661630686 "." "chr_15"
"evgLocus_264759" 28.4141037512521 5.66790662770578 1.5976577711263 3.54763500052336 0.000388706488796703 0.00247380768915323 "." NA
"evgLocus_824525" 28.0454592297415 4.61246471753155 1.30056655645818 3.54650417129948 0.000390378562191037 0.00248347861868876 "PEPL1_HUMAN" "chr_26"
"evgLocus_401814" 144.016000162387 4.16747295159598 1.17513157333691 3.54638837569653 0.000390550159403196 0.00248360011559565 "RS21_PLUXY" NA
"evgLocus_372951" 65.7422492806546 5.23106075019509 1.47600445480102 3.54406840249021 0.000394003009454835 0.00250360242371496 "." "chr_02"
"evgLocus_470595" 356.832653260134 3.14895273448833 0.889026140243434 3.54202491011804 0.00039706797529268 0.00251914649225422 "." "chr_19"
"evgLocus_199734" 149.506998164005 2.87226930260052 0.811027100446072 3.54152074698952 0.000397827571166928 0.00252200071001347 "RM53_BOVIN" "chr_10"
"evgLocus_45847" 59.6561305677911 5.4948455526717 1.55231601809815 3.53977250032104 0.000400472091024812 0.00253679053847922 "." "chr_16"
"evgLocus_162379" 11980.5177439241 6.43444818339426 1.81799504370374 3.53931007990296 0.000401174321898591 0.00254025078010904 "." "chr_10"
"evgLocus_476969" 38.0711749952772 4.78608395658645 1.35231361372454 3.5391819678607 0.000401369076037436 0.00254049621933373 "." "chr_11"
"evgLocus_124318" 51.8287698746 3.76636755534484 1.06522609546126 3.53574473193312 0.000406627407464556 0.00256878741581372 "RT18C_HUMAN" "chr_29"
"evgLocus_281780" 14.46365560112 7.15829426047185 2.02466116163964 3.53555172396098 0.000406924573564873 0.00256966793527628 "MO4L1_RAT" "chr_04"
"evgLocus_94788" 90.5581872406416 4.81261806401722 1.36195870123865 3.53360058542181 0.000409940070149175 0.00258670437134811 "." "chr_04"
"evgLocus_315166" 27.9697546982981 8.10329181563181 2.29352007283474 3.53312443680352 0.000410679122490862 0.00259036413202408 "RS26_ANOGA" "chr_05"
"evgLocus_121971" 42.1365698645057 2.91637119776085 0.82571150678323 3.53194932346567 0.000412508399446792 0.00259988846493439 "CFDP1_MOUSE" "chr_07"
"evgLocus_283469" 34.2297810341635 4.42062258004913 1.25225878170221 3.530119049387 0.000415372716768394 0.00261057371975151 "RM40_MOUSE" "chr_08"
"evgLocus_514001" 18.7564727728234 6.14604994632494 1.74106754209904 3.53004682340768 0.00041548612806066 0.00261057371975151 "TBCD_HUMAN" NA
"evgLocus_3549" 25.425982042245 4.43927017118431 1.25865392361329 3.52699823827685 0.000420299559980713 0.00263776440610632 "LIN52_DANRE" "chr_16"
"evgLocus_281396" 80.7847971531641 3.06193716160994 0.868355979028859 3.52613125901927 0.000421677920267149 0.00264437682305383 "PRP18_DANRE" "chr_03"
"evgLocus_26878" 201.437788294332 4.46925475192894 1.26752617957992 3.52596642493817 0.000421940457554814 0.00264500473123083 "MGST1_RAT" "chr_11"
"evgLocus_821687" 150.363828494399 4.77872691279369 1.35564201649594 3.52506550744549 0.000423378080907106 0.00264993675082749 "UBR1_DROME" "chr_27"
"evgLocus_161074" 39.6047564671 4.64752804790236 1.31866210661629 3.52442678422601 0.000424400081793859 0.00265531299734721 "MO4L1_RAT" "chr_04"
"evgLocus_51376" 36.7938134606093 3.9075235300075 1.10913325490914 3.52304244121469 0.000426623037466741 0.0026671718956558 "." "chr_20"
"evgLocus_808292" 26.4484968805478 3.81801525478061 1.0844786495003 3.52059974305612 0.000430572020516057 0.00268670341997108 "RED2_HUMAN" NA
"evgLocus_770370" 45.324721175755 3.69386788428713 1.04946984244364 3.51974657574357 0.00043195931457696 0.00269329609387457 "." NA
"evgLocus_759444" 39.5918252424576 3.20762508122502 0.911520412577209 3.51898326901519 0.00043320402654098 0.00269919932197917 "." "chr_16"
"evgLocus_374681" 35345.9605200465 2.5037896200638 0.711690179890847 3.51808931865241 0.00043466603398325 0.00270602868098288 "RS3A_SPOFR" NA
"evgLocus_712855" 18.7308116444433 7.53047688149972 2.14048279586001 3.51812072307458 0.000434614595778776 0.00270602868098288 "RS21_PLUXY" NA
"evgLocus_608964" 74.2868592469042 3.7757922070411 1.0733649193275 3.51771530730365 0.000435279074967428 0.00270782237063737 "." "chr_27"
"evgLocus_83732" 113.967750035307 3.24363938878172 0.922221431929269 3.51720235127923 0.000436121172517101 0.00270990820893305 "CDC37_DROME" "chr_09"
"evgLocus_253952" 65.2831301454465 4.25852916399502 1.21185890919992 3.51404699975062 0.000441334717892041 0.00274125751929435 "." "chr_11"
"evgLocus_398750" 161.896438643852 2.75081475476026 0.78297028632371 3.51330670244997 0.000442566298341214 0.00274681201782965 "CYBP_MOUSE" "chr_05"
"evgLocus_280648" 171.867760984887 6.66946748024546 1.89863615746545 3.51276754844317 0.000443465269001788 0.00274924833306552 "LIPP_MOUSE" "chr_10"
"evgLocus_692304" 26957.1080566076 2.30680113754224 0.656760304377599 3.51239428169819 0.000444088641934603 0.00275206530538316 "RS15_ELAOL" NA
"evgLocus_334157" 156.994544236304 4.08539952813454 1.16340460471987 3.51158961513502 0.000445435255828225 0.00275753290092853 "." "chr_27"
"evgLocus_836562" 11.7527150185071 6.8541306005519 1.9527722233801 3.50994884016115 0.000448192918842556 0.00276739186756396 "." NA
"evgLocus_373010" 82.6380895428126 3.39137600398756 0.966305867361918 3.50962994072079 0.000448730741574214 0.00276924170415978 "THIM_HUMAN" "chr_14"
"evgLocus_121799" 56.0173692468021 6.37056166680695 1.81538012994862 3.50921636835767 0.000449429126952876 0.00277250104604338 "D2HDH_DANRE" "chr_13"
"evgLocus_826541" 51.5083697897387 4.55271868424393 1.29774151533275 3.5081860528108 0.000451173399247538 0.0027811544209483 "RTJK_DROFU" "chr_14"
"evgLocus_27315" 10.9962396022469 6.75488388509473 1.92584351915934 3.50749363481168 0.000452349175425504 0.00278629299204983 "RM17_HUMAN" "chr_16"
"evgLocus_198094" 58.8975957114559 3.10755003431617 0.886032991397978 3.50726221764395 0.000452742775752355 0.00278643257552624 "RTF2_BOVIN" "chr_10"
"evgLocus_336952" 88.8016735687905 9.77133810702527 2.78622361694335 3.50701862104844 0.000453157436435064 0.00278643257552624 "." NA
"evgLocus_171543" 10.3894156142025 6.68115366157075 1.90529316051596 3.50662764136595 0.000453823720002738 0.00278799438097495 "TDIF2_HUMAN" "chr_11"
"evgLocus_332346" 29.6416433922805 8.18752551886646 2.3348542964725 3.50665372620303 0.000453779239378904 0.00278799438097495 "." NA
"evgLocus_232445" 1555.43532631436 4.05347110774406 1.15618356905306 3.50590616943636 0.000455055608749627 0.00279240227735359 "." NA
"evgLocus_765935" 38.0480889130654 8.54874165099344 2.43847337462753 3.50577608923011 0.000455278048026981 0.00279271498688038 "WIF1_DROME" NA
"evgLocus_280287" 276.481112869142 3.5747629381039 1.01995838327915 3.50481254598948 0.000456928884846998 0.00280178607628698 "." "chr_29"
"evgLocus_88669" 256.340820809212 2.85493998834744 0.814939120665527 3.50325553891183 0.000459608312525135 0.00281397781119713 "HYPK_MOUSE" NA
"evgLocus_800953" 723.828330423123 6.79471396143819 1.93962813024888 3.5031013705531 0.000459874414483752 0.00281454893434137 "RL5_BOMMO" "chr_11"
"evgLocus_332479" 37.3514299009922 8.52374481527246 2.43328544623806 3.50297776549415 0.00046008786655143 0.00281479751865386 "RTRAF_PONAB" "chr_17"
"evgLocus_107452" 75.622181390484 3.16005507042108 0.902134612266614 3.50286423716904 0.000460283998674189 0.00281493999339386 "PYR1_DROME" "chr_20"
"evgLocus_285080" 22.1914199531275 4.10502916812394 1.17225193141986 3.50183186574222 0.000462071112627184 0.0028237486454958 "FRDA_DROME" "chr_06"
"evgLocus_12984" 16988.0475756917 6.03846309446559 1.7252583571175 3.50003410767674 0.000465198631265676 0.00283698872223295 "." "chr_16"
"evgLocus_477755" 65.0232927554276 3.68178725785966 1.05189094303991 3.50016062237352 0.000464977892127733 0.00283698872223295 "TXN4A_MOUSE" NA
"evgLocus_281903" 21.4819301905319 4.90590805086141 1.40193142517281 3.49939231175781 0.000466319924771857 0.00284078978251337 "SIR5_BOVIN" "chr_06"
"evgLocus_760037" 33.7053552428152 4.87911687809517 1.39430044818343 3.49932963476556 0.000466429563946994 0.00284078978251337 "." "chr_05"
"evgLocus_284160" 13.6858504204867 7.07889458593522 2.02390347184264 3.49764437109756 0.000469386582847512 0.0028545294578994 "L2EFL_DROME" NA
"evgLocus_153889" 49.2333259893242 3.84331127934013 1.09943386271464 3.49571848719531 0.000472787211067839 0.00286879886786563 "SF3B1_MOUSE" "chr_20"
"evgLocus_758832" 66.9430569255392 2.97125539664286 0.850204483673501 3.49475385474901 0.000474499135746984 0.00287809792356625 "RBGPR_DROME" "chr_19"
"evgLocus_583132" 76.4127503633613 4.54096364458173 1.29997677465131 3.49311136408551 0.000477427360735869 0.00289370375770166 "." "chr_11"
"evgLocus_486769" 142.613480985826 6.11436826585592 1.75050530885355 3.49291615108576 0.000477776504111978 0.00289474261382726 "." "chr_24"
"evgLocus_146638" 170.126913078862 8.03058919801127 2.30031725300913 3.49107897508753 0.000481074027239905 0.0029114721693159 "UFC1_AEDAE" NA
"evgLocus_225641" 196.616895118764 4.36353501541317 1.25104656841518 3.48790774506571 0.000486816019230164 0.00294184997743319 "." "chr_26"
"evgLocus_361211" 279.398024389878 5.21654884211049 1.49622932246934 3.48646344766271 0.000489452265879035 0.00295558754249387 "." "chr_16"
"evgLocus_824465" 118.212511131384 3.26674338554062 0.937092018776338 3.48604333415021 0.000490221586333237 0.00295913593588699 "." "chr_26"
"evgLocus_378789" 979.450929003158 8.62308422773938 2.47392122152464 3.4855937014943 0.000491046212027844 0.00296301541648221 "." "chr_06"
"evgLocus_56774" 137.265105576405 3.92915267421623 1.12810053174566 3.48298096104619 0.00049586362782291 0.00298828521407356 "RL37_SPOFR" "chr_13"
"evgLocus_825934" 27.2555682673155 4.41834800236132 1.26954683653949 3.48025600568213 0.000500934869950854 0.00301375149317311 "." "chr_11"
"evgLocus_400340" 55.7004707393407 3.53987012296174 1.01783632593396 3.47783826610196 0.000505474816278068 0.00303769847155152 "." "chr_Z"
"evgLocus_32664" 301.286023280204 5.06096376952015 1.45529828926267 3.47761267010374 0.000505900383328191 0.00303913450493652 "." NA
"evgLocus_390294" 12385.6843641398 4.61216527493787 1.32652623291479 3.47687453176371 0.000507295152075066 0.00304310923901945 "RS25_SPOFR" "chr_08"
"evgLocus_830407" 23.6708381624597 4.64953807285762 1.33748767256602 3.47632218840366 0.000508341191014129 0.00304817549221506 "LPSBP_PERAM" "chr_20"
"evgLocus_2143" 25.9777574426568 4.22543940634943 1.21625188674026 3.47414828492004 0.00051247773446749 0.00307184850332629 "SERA_PIG" "chr_Z"
"evgLocus_828980" 95.006632442783 3.36301527490026 0.968230594769991 3.4733619171569 0.000513981761586375 0.00307746579749842 "." "chr_19"
"evgLocus_485649" 142.548533654267 3.71805767064218 1.07060338591733 3.47286186420604 0.000514940314660985 0.00308207201931966 "." "chr_19"
"evgLocus_605871" 51.4625770322124 2.74582902555125 0.790695355563571 3.47267630476234 0.000515296437835589 0.00308307045796855 "MK67I_XENTR" "chr_06"
"evgLocus_197236" 11.8309854718239 6.8627705283208 1.97643017810969 3.47230608211242 0.000516007650169494 0.00308619191724582 "SNF5_DANRE" "chr_23"
"evgLocus_368927" 80.6459323009682 6.20826908471243 1.78939273722045 3.46948378384281 0.000521459545510063 0.00311520674023321 "." "chr_01"
"evgLocus_63453" 219.037074746222 6.33721094694154 1.82660190492201 3.46939906821793 0.00052162401944099 0.00311520674023321 "." "chr_Z"
"evgLocus_643571" 15.5731559893953 7.26365089421302 2.09430062825424 3.46829428221478 0.000523773373830851 0.00312575051894805 "INT14_XENTR" "chr_11"
"evgLocus_689401" 10.4051221092339 6.67513902760539 1.92498402225575 3.46763347146293 0.00052506291905331 0.00313229842479935 "." "chr_10"
"evgLocus_801359" 14.7492184259691 7.18238774452252 2.07153908883313 3.46717461583998 0.000525960097012132 0.00313650169898923 "E2F5_HUMAN" "chr_20"
"evgLocus_456793" 76.8999411677656 5.59795715753773 1.61507611749548 3.46606398107018 0.000528137584163164 0.00314373124842152 "." "chr_17"
"evgLocus_470195" 9.19712084543374 6.50446228985345 1.87746213081888 3.46449719708404 0.000531223675571378 0.00315979137339498 "CRK_DROME" "chr_28"
"evgLocus_133081" 228.111842038239 6.33572016247876 1.83064818817578 3.46091630461898 0.000538340152847085 0.0031939554569281 "TENA_DROME" "chr_17"
"evgLocus_759878" 128.64184577386 3.4707479099935 1.00314404534922 3.45986992205615 0.000540436388552922 0.00320377520468665 "." "chr_Z"
"evgLocus_827299" 41.6666265476163 3.7372343209236 1.0820766464197 3.45376118529968 0.000552826690516208 0.00326681258408816 "PREB_HUMAN" "chr_01"
